Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Transcript start (bp)	Transcript end (bp)
YOL080C	YOL080C.1	YOL080C	YOL080C.1	180558	181427
YER127W	YER127W.1	YER127W	YER127W.1	414481	415554
YPL091W	YPL091W.1	YPL091W	YPL091W.1	375502	376953
YJR090C	YJR090C.1	YJR090C	YJR090C.1	590872	594327
YJL097W	YJL097W.1	YJL097W	YJL097W.1	245591	246244
YFL031W	YFL031W.1	YFL031W	YFL031W.1	75179	76147
YCL011C	YCL011C.1	YCL011C	YCL011C.1	102075	103358
YPL059W	YPL059W.1	YPL059W	YPL059W.1	444579	445031
YGL050W	YGL050W.1	YGL050W	YGL050W.1	405776	406597
YLR164W	YLR164W.1	YLR164W	YLR164W.1	493883	494389
YDL093W	YDL093W.1	YDL093W	YDL093W.1	289909	292140
YAL055W	YAL055W.1	YAL055W	YAL055W.1	42177	42719
YDL174C	YDL174C.1	YDL174C	YDL174C.1	145826	147589
YMR022W	YMR022W.1	YMR022W	YMR022W.1	318680	319177
YBR261C	YBR261C.1	YBR261C	YBR261C.1	734832	735530
YLR263W	YLR263W.1	YLR263W	YLR263W.1	670340	672823
YBL042C	YBL042C.1	YBL042C	YBL042C.1	138341	140260
YKL125W	YKL125W.1	YKL125W	YKL125W.1	208247	210130
YEL034W	YEL034W.1	YEL034W	YEL034W.1	85676	86149
YHR135C	YHR135C.1	YHR135C	YHR135C.1	372694	374310
YML112W	YML112W.1	YML112W	YML112W.1	45063	45953
YDL099W	YDL099W.1	YDL099W	YDL099W.1	283419	284444
YGR077C	YGR077C.1	YGR077C	YGR077C.1	637744	639513
YDR285W	YDR285W.1	YDR285W	YDR285W.1	1032436	1035063
YGR285C	YGR285C.1	YGR285C	YGR285C.1	1061852	1063153
YDR028C	YDR028C.1	YDR028C	YDR028C.1	497835	500879
YPL236C	YPL236C.1	YPL236C	YPL236C.1	101608	102702
YDR163W	YDR163W.1	YDR163W	YDR163W.1	781423	781950
YFL025C	YFL025C.1	YFL025C	YFL025C.1	84145	87234
YDR094W	YDR094W.1	YDR094W	YDR094W.1	635840	636175
YJR133W	YJR133W.1	YJR133W	YJR133W.1	672991	673620
YKL171W	YKL171W.1	YKL171W	YKL171W.1	127475	130261
YJR073C	YJR073C.1	YJR073C	YJR073C.1	572315	572935
YPR158W-A	YPR158W-A.1	YPR158W-A	YPR158W-A.1	844709	846031
YKL075C	YKL075C.1	YKL075C	YKL075C.1	292956	294308
YGR134W	YGR134W.1	YGR134W	YGR134W.1	757770	761138
YPL101W	YPL101W.1	YPL101W	YPL101W.1	360209	361579
YBL105C	YBL105C.1	YBL105C	YBL105C.1	14241	17696
YBL025W	YBL025W.1	YBL025W	YBL025W.1	171481	171918
YLR198C	YLR198C.1	YLR198C	YLR198C.1	547286	547645
YJR107W	YJR107W.1	YJR107W	YJR107W.1	627340	628326
YDR434W	YDR434W.1	YDR434W	YDR434W.1	1331237	1332841
YKL005C	YKL005C.1	YKL005C	YKL005C.1	433093	434877
YNL326C	YNL326C.1	YNL326C	YNL326C.1	27337	28347
YOR021C	YOR021C.1	YOR021C	YOR021C.1	372798	373439
YKR047W	YKR047W.1	YKR047W	YKR047W.1	525257	525562
YIL079C	YIL079C.1	YIL079C	YIL079C.1	210923	212005
YDL041W	YDL041W.1	YDL041W	YDL041W.1	378102	378455
YDR177W	YDR177W.1	YDR177W	YDR177W.1	816878	817525
YGL124C	YGL124C.1	YGL124C	YGL124C.1	274780	276714
YBR183W	YBR183W.1	YBR183W	YBR183W.1	596115	597065
YNR029C	YNR029C.1	YNR029C	YNR029C.1	677199	678488
YOL018C	YOL018C.1	YOL018C	YOL018C.1	290881	292074
YAR002W	YAR002W.1	YAR002W	YAR002W.1	152257	153876
YIL063C	YIL063C.1	YIL063C	YIL063C.1	242761	243744
YNL296W	YNL296W.1	YNL296W	YNL296W.1	76273	76587
YDR417C	YDR417C.1	YDR417C	YDR417C.1	1301555	1301926
YOR263C	YOR263C.1	YOR263C	YOR263C.1	818757	819164
YPL010W	YPL010W.1	YPL010W	YPL010W.1	535018	535587
YER180C	YER180C.1	YER180C	YER180C.1	549724	550527
YPR186C	YPR186C.1	YPR186C	YPR186C.1	909733	911022
YPL079W	YPL079W.1	YPL079W	YPL079W.1	406636	407539
YHR054W-A	YHR054W-A.1	YHR054W-A	YHR054W-A.1	214508	214702
YLR030W	YLR030W.1	YLR030W	YLR030W.1	203290	204081
YHR182W	YHR182W.1	YHR182W	YHR182W.1	468219	470576
YMR081C	YMR081C.1	YMR081C	YMR081C.1	430079	431095
YBR131C-A	YBR131C-A.1	YBR131C-A	YBR131C-A.1	497650	497739
YHR167W	YHR167W.1	YHR167W	YHR167W.1	439342	440127
YER137C	YER137C.1	YER137C	YER137C.1	441373	441819
YBL031W	YBL031W.1	YBL031W	YBL031W.1	161699	162715
YLR098C	YLR098C.1	YLR098C	YLR098C.1	337527	339473
YEL056W	YEL056W.1	YEL056W	YEL056W.1	47168	48373
YEL066W	YEL066W.1	YEL066W	YEL066W.1	26667	27206
YOR056C	YOR056C.1	YOR056C	YOR056C.1	430247	431626
YBL091C	YBL091C.1	YBL091C	YBL091C.1	47363	48628
YEL034C-A	YEL034C-A.1	YEL034C-A	YEL034C-A.1	85613	86215
YFR033C	YFR033C.1	YFR033C	YFR033C.1	224326	224769
YGL205W	YGL205W.1	YGL205W	YGL205W.1	108158	110404
YDR194C	YDR194C.1	YDR194C	YDR194C.1	845952	847946
YOR393W	YOR393W.1	YOR393W	YOR393W.1	1080276	1081589
YHR022C-A	YHR022C-A.1	YHR022C-A	YHR022C-A.1	151217	151306
YHR165W-A	YHR165W-A.1	YHR165W-A	YHR165W-A.1	436647	436958
YLR300W	YLR300W.1	YLR300W	YLR300W.1	728955	730301
YDR350C	YDR350C.1	YDR350C	YDR350C.1	1176120	1178174
YDL173W	YDL173W.1	YDL173W	YDL173W.1	148191	149078
YMR017W	YMR017W.1	YMR017W	YMR017W.1	307489	308682
YMR251W	YMR251W.1	YMR251W	YMR251W.1	772915	774015
YDR473C	YDR473C.1	YDR473C	YDR473C.1	1404445	1405854
YOR141C	YOR141C.1	YOR141C	YOR141C.1	589942	592587
YIL088C	YIL088C.1	YIL088C	YIL088C.1	197931	199403
YDL057W	YDL057W.1	YDL057W	YDL057W.1	351434	352420
YIR031C	YIR031C.1	YIR031C	YIR031C.1	413015	414679
YKL178C	YKL178C.1	YKL178C	YKL178C.1	113215	114627
YJR161C	YJR161C.1	YJR161C	YJR161C.1	742848	743999
YCL025C	YCL025C.1	YCL025C	YCL025C.1	76018	77919
YDL077C	YDL077C.1	YDL077C	YDL077C.1	316971	320120
YGL096W	YGL096W.1	YGL096W	YGL096W.1	325331	326161
YNL271C	YNL271C.1	YNL271C	YNL271C.1	129522	135383
YKR104W	YKR104W.1	YKR104W	YKR104W.1	656836	657756
YNL270C	YNL270C.1	YNL270C	YNL270C.1	135940	137661
YMR268C	YMR268C.1	YMR268C	YMR268C.1	802888	804222
YGL150C	YGL150C.1	YGL150C	YGL150C.1	221104	225573
YCR009C	YCR009C.1	YCR009C	YCR009C.1	130745	131542
YDR030C	YDR030C.1	YDR030C	YDR030C.1	501753	503273
YOR207C	YOR207C.1	YOR207C	YOR207C.1	730008	733457
YLR053C	YLR053C.1	YLR053C	YLR053C.1	248100	248426
YKL040C	YKL040C.1	YKL040C	YKL040C.1	361058	361828
YNL157W	YNL157W.1	YNL157W	YNL157W.1	340352	340858
YKL057C	YKL057C.1	YKL057C	YKL057C.1	330856	333969
YLR211C	YLR211C.1	YLR211C	YLR211C.1	563792	564531
YLR091W	YLR091W.1	YLR091W	YLR091W.1	322297	323178
YML076C	YML076C.1	YML076C	YML076C.1	112513	115347
YNR051C	YNR051C.1	YNR051C	YNR051C.1	716780	718327
YKR007W	YKR007W.1	YKR007W	YKR007W.1	451434	451988
YOL157C	YOL157C.1	YOL157C	YOL157C.1	22525	24294
YGR284C	YGR284C.1	YGR284C	YGR284C.1	1060658	1061590
YDR538W	YDR538W.1	YDR538W	YDR538W.1	1510902	1511630
YLR134W	YLR134W.1	YLR134W	YLR134W.1	410723	412414
YDR515W	YDR515W.1	YDR515W	YDR515W.1	1473429	1474772
YMR311C	YMR311C.1	YMR311C	YMR311C.1	896914	897603
YBR236C	YBR236C.1	YBR236C	YBR236C.1	690383	691693
YNL284C	YNL284C.1	YNL284C	YNL284C.1	103134	104102
YNL279W	YNL279W.1	YNL279W	YNL279W.1	110917	112902
YKR067W	YKR067W.1	YKR067W	YKR067W.1	567918	570149
YOR142W-A	YOR142W-A.1	YOR142W-A	YOR142W-A.1	595112	596434
YHR217C	YHR217C.1	YHR217C	YHR217C.1	556581	557042
YOL025W	YOL025W.1	YOL025W	YOL025W.1	274957	276939
YJR011C	YJR011C.1	YJR011C	YJR011C.1	458641	459426
YKR082W	YKR082W.1	YKR082W	YKR082W.1	592825	596298
YDR478W	YDR478W.1	YDR478W	YDR478W.1	1414575	1415171
YPR132W	YPR132W.1	YPR132W	YPR132W.1	794965	795767
YGR262C	YGR262C.1	YGR262C	YGR262C.1	1016974	1017759
YJL180C	YJL180C.1	YJL180C	YJL180C.1	87583	88560
YIR032C	YIR032C.1	YIR032C	YIR032C.1	415030	415617
YOL142W	YOL142W.1	YOL142W	YOL142W.1	55558	56280
YDL079C	YDL079C.1	YDL079C	YDL079C.1	312951	314748
YKR024C	YKR024C.1	YKR024C	YKR024C.1	485144	487372
YDR218C	YDR218C.1	YDR218C	YDR218C.1	903781	905052
YEL059C-A	YEL059C-A.1	YEL059C-A	YEL059C-A.1	42400	42624
YEL024W	YEL024W.1	YEL024W	YEL024W.1	107260	107907
YGR259C	YGR259C.1	YGR259C	YGR259C.1	1012481	1012921
YBR142W	YBR142W.1	YBR142W	YBR142W.1	528317	530638
YLR003C	YLR003C.1	YLR003C	YLR003C.1	156855	157730
YJL077C	YJL077C.1	YJL077C	YJL077C.1	294666	295061
YNL080C	YNL080C.1	YNL080C	YNL080C.1	476932	478032
YJR086W	YJR086W.1	YJR086W	YJR086W.1	586068	586400
YMR011W	YMR011W.1	YMR011W	YMR011W.1	288079	289704
YNL127W	YNL127W.1	YNL127W	YNL127W.1	383987	386848
YOL150C	YOL150C.1	YOL150C	YOL150C.1	44473	44784
YIL100C-A	YIL100C-A.1	YIL100C-A	YIL100C-A.1	177343	177681
YCL051W	YCL051W.1	YCL051W	YCL051W.1	35865	37616
YGL183C	YGL183C.1	YGL183C	YGL183C.1	156543	157285
YMR103C	YMR103C.1	YMR103C	YMR103C.1	472902	473264
YBR099C	YBR099C.1	YBR099C	YBR099C.1	442924	443307
YMR177W	YMR177W.1	YMR177W	YMR177W.1	616566	618098
YBR212W	YBR212W.1	YBR212W	YBR212W.1	647886	649904
YLR157C-A	YLR157C-A.1	YLR157C-A	YLR157C-A.1	480279	481601
YOR291W	YOR291W.1	YOR291W	YOR291W.1	861175	865593
YKL131W	YKL131W.1	YKL131W	YKL131W.1	194478	194999
YJL218W	YJL218W.1	YJL218W	YJL218W.1	21973	22563
YGL069C	YGL069C.1	YGL069C	YGL069C.1	375050	375514
YPL130W	YPL130W.1	YPL130W	YPL130W.1	304387	305058
YCL009C	YCL009C.1	YCL009C	YCL009C.1	104619	105548
YBL072C	YBL072C.1	YBL072C	YBL072C.1	88523	89125
YCR052W	YCR052W.1	YCR052W	YCR052W.1	214994	216445
YDL133C-A	YDL133C-A.1	YDL133C-A	YDL133C-A.1	221724	221801
YAL053W	YAL053W.1	YAL053W	YAL053W.1	45899	48250
YKL060C	YKL060C.1	YKL060C	YKL060C.1	326408	327487
YPR058W	YPR058W.1	YPR058W	YPR058W.1	673751	674674
YGL112C	YGL112C.1	YGL112C	YGL112C.1	298178	299728
YBR185C	YBR185C.1	YBR185C	YBR185C.1	599123	599959
YGL019W	YGL019W.1	YGL019W	YGL019W.1	458156	458992
YHR183W	YHR183W.1	YHR183W	YHR183W.1	470960	472429
YBR156C	YBR156C.1	YBR156C	YBR156C.1	551104	553200
YIL013C	YIL013C.1	YIL013C	YIL013C.1	328207	332442
YMR272W-B	YMR272W-B.1	YMR272W-B	YMR272W-B.1	811089	811196
YOR368W	YOR368W.1	YOR368W	YOR368W.1	1026843	1028048
YGR258C	YGR258C.1	YGR258C	YGR258C.1	1007671	1010766
YKL084W	YKL084W.1	YKL084W	YKL084W.1	280509	280859
YGR008C	YGR008C.1	YGR008C	YGR008C.1	508110	508364
YDR534C	YDR534C.1	YDR534C	YDR534C.1	1503314	1504900
YPL006W	YPL006W.1	YPL006W	YPL006W.1	544631	548143
YFR054C	YFR054C.1	YFR054C	YFR054C.1	258855	259433
YKL003C	YKL003C.1	YKL003C	YKL003C.1	437097	437492
YNL191W	YNL191W.1	YNL191W	YNL191W.1	280432	281505
YJL116C	YJL116C.1	YJL116C	YJL116C.1	193860	194873
YOL067C	YOL067C.1	YOL067C	YOL067C.1	201985	202518
YLL058W	YLL058W.1	YLL058W	YLL058W.1	23569	25296
YLR370C	YLR370C.1	YLR370C	YLR370C.1	861718	862254
YHR063W-A	YHR063W-A.1	YHR063W-A	YHR063W-A.1	225442	225777
YDL121C	YDL121C.1	YDL121C	YDL121C.1	245133	245582
YDR526C	YDR526C.1	YDR526C	YDR526C.1	1491075	1491545
YMR187C	YMR187C.1	YMR187C	YMR187C.1	634689	635984
YOR220W	YOR220W.1	YOR220W	YOR220W.1	755328	756125
YLR100W	YLR100W.1	YLR100W	YLR100W.1	341810	342853
YIL111W	YIL111W.1	YIL111W	YIL111W.1	155222	155765
YMR098C	YMR098C.1	YMR098C	YMR098C.1	460771	462609
YKL169C	YKL169C.1	YKL169C	YKL169C.1	130685	131068
YCR069W	YCR069W.1	YCR069W	YCR069W.1	239055	240011
YKL004W	YKL004W.1	YKL004W	YKL004W.1	435580	436785
YGL106W	YGL106W.1	YGL106W	YGL106W.1	306560	307009
YDL047W	YDL047W.1	YDL047W	YDL047W.1	369771	370706
YLR241W	YLR241W.1	YLR241W	YLR241W.1	620473	622821
YOL031C	YOL031C.1	YOL031C	YOL031C.1	266264	267529
YKL077W	YKL077W.1	YKL077W	YKL077W.1	291453	292631
YIR006C	YIR006C.1	YIR006C	YIR006C.1	365466	369908
YOR119C	YOR119C.1	YOR119C	YOR119C.1	548792	550246
YER053C	YER053C.1	YER053C	YER053C.1	258737	259639
YKL053C-A	YKL053C-A.1	YKL053C-A	YKL053C-A.1	339182	339442
YDR292C	YDR292C.1	YDR292C	YDR292C.1	1043146	1045011
YLR101C	YLR101C.1	YLR101C	YLR101C.1	342566	342961
YNL076W	YNL076W.1	YNL076W	YNL076W.1	483556	485310
YOL127W	YOL127W.1	YOL127W	YOL127W.1	80348	81190
YKL207W	YKL207W.1	YKL207W	YKL207W.1	48194	48955
YJR114W	YJR114W.1	YJR114W	YJR114W.1	638659	639051
YOR257W	YOR257W.1	YOR257W	YOR257W.1	811008	811493
YJR045C	YJR045C.1	YJR045C	YJR045C.1	519638	521602
YBL023C	YBL023C.1	YBL023C	YBL023C.1	174920	177526
YHR151C	YHR151C.1	YHR151C	YHR151C.1	399268	400848
YEL009C-A	YEL009C-A.1	YEL009C-A	YEL009C-A.1	136371	136778
YDL236W	YDL236W.1	YDL236W	YDL236W.1	32296	33234
YCL065W	YCL065W.1	YCL065W	YCL065W.1	13751	14119
YJL042W	YJL042W.1	YJL042W	YJL042W.1	361249	365445
YER051W	YER051W.1	YER051W	YER051W.1	254656	256134
YCL012C	YCL012C.1	YCL012C	YCL012C.1	101317	101788
YML081W	YML081W.1	YML081W	YML081W.1	104777	108532
YPR075C	YPR075C.1	YPR075C	YPR075C.1	695737	696819
YEL057C	YEL057C.1	YEL057C	YEL057C.1	45020	45721
YNL175C	YNL175C.1	YNL175C	YNL175C.1	307401	308612
YIL041W	YIL041W.1	YIL041W	YIL041W.1	276525	277505
YIL030C	YIL030C.1	YIL030C	YIL030C.1	296050	300009
YNL332W	YNL332W.1	YNL332W	YNL332W.1	14832	15854
YOR215C	YOR215C.1	YOR215C	YOR215C.1	746725	747282
YBR199W	YBR199W.1	YBR199W	YBR199W.1	618909	620303
YIL134W	YIL134W.1	YIL134W	YIL134W.1	97395	98330
YGL041W-A	YGL041W-A.1	YGL041W-A	YGL041W-A.1	418825	419289
YCR108C	YCR108C.1	YCR108C	YCR108C.1	315997	316188
YDR145W	YDR145W.1	YDR145W	YDR145W.1	746738	748357
YER069W	YER069W.1	YER069W	YER069W.1	295410	298001
YPR203W	YPR203W.1	YPR203W	YPR203W.1	943880	944188
YNL086W	YNL086W.1	YNL086W	YNL086W.1	466334	466642
YOL052C	YOL052C.1	YOL052C	YOL052C.1	232446	233636
YBL010C	YBL010C.1	YBL010C	YBL010C.1	206107	206949
YPR177C	YPR177C.1	YPR177C	YPR177C.1	892313	892684
YER148W-A	YER148W-A.1	YER148W-A	YER148W-A.1	466185	466763
YOL103W-A	YOL103W-A.1	YOL103W-A	YOL103W-A.1	118000	119322
YDL001W	YDL001W.1	YDL001W	YDL001W.1	447984	449276
YBR056W	YBR056W.1	YBR056W	YBR056W.1	347879	349384
YMR305C	YMR305C.1	YMR305C	YMR305C.1	879063	880232
YOR310C	YOR310C.1	YOR310C	YOR310C.1	896825	898360
YOR273C	YOR273C.1	YOR273C	YOR273C.1	834452	836431
YOR294W	YOR294W.1	YOR294W	YOR294W.1	868340	868951
YMR038C	YMR038C.1	YMR038C	YMR038C.1	347511	348260
YDR542W	YDR542W.1	YDR542W	YDR542W.1	1523249	1523611
YJL020W-A	YJL020W-A.1	YJL020W-A	YJL020W-A.1	400981	401238
YGL012W	YGL012W.1	YGL012W	YGL012W.1	472855	474276
YBL054W	YBL054W.1	YBL054W	YBL054W.1	117589	119166
YKR053C	YKR053C.1	YKR053C	YKR053C.1	534067	535281
YLR412C-A	YLR412C-A.1	YLR412C-A	YLR412C-A.1	950267	950473
YJL007C	YJL007C.1	YJL007C	YJL007C.1	422698	423012
YOR133W	YOR133W.1	YOR133W	YOR133W.1	575098	577626
YKL138C-A	YKL138C-A.1	YKL138C-A	YKL138C-A.1	184803	185012
YML057W	YML057W.1	YML057W	YML057W.1	160180	161994
YJR160C	YJR160C.1	YJR160C	YJR160C.1	738008	739816
YFL049W	YFL049W.1	YFL049W	YFL049W.1	36803	38674
YPR002C-A	YPR002C-A.1	YPR002C-A	YPR002C-A.1	560569	560766
YCR005C	YCR005C.1	YCR005C	YCR005C.1	120946	122328
YML028W	YML028W.1	YML028W	YML028W.1	220138	220728
YBL076C	YBL076C.1	YBL076C	YBL076C.1	81043	84261
YJR120W	YJR120W.1	YJR120W	YJR120W.1	647126	647476
YGR064W	YGR064W.1	YGR064W	YGR064W.1	617621	617989
YGR107W	YGR107W.1	YGR107W	YGR107W.1	702667	703116
YEL074W	YEL074W.1	YEL074W	YEL074W.1	6126	6464
YGL032C	YGL032C.1	YGL032C	YGL032C.1	436570	436833
YHR175W-A	YHR175W-A.1	YHR175W-A	YHR175W-A.1	453558	453707
YBR070C	YBR070C.1	YBR070C	YBR070C.1	379221	379934
YNL116W	YNL116W.1	YNL116W	YNL116W.1	408341	409909
YIL010W	YIL010W.1	YIL010W	YIL010W.1	334882	335529
YOL060C	YOL060C.1	YOL060C	YOL060C.1	214017	216137
YOL054W	YOL054W.1	YOL054W	YOL054W.1	228614	229834
YML094C-A	YML094C-A.1	YML094C-A	YML094C-A.1	82219	82620
YGL154C	YGL154C.1	YGL154C	YGL154C.1	215278	216096
YCR099C	YCR099C.1	YCR099C	YCR099C.1	300832	301299
YPL274W	YPL274W.1	YPL274W	YPL274W.1	22938	24701
YGL191W	YGL191W.1	YGL191W	YGL191W.1	144808	145197
YMR093W	YMR093W.1	YMR093W	YMR093W.1	454015	455556
YOL027C	YOL027C.1	YOL027C	YOL027C.1	272003	273724
YJL208C	YJL208C.1	YJL208C	YJL208C.1	40194	41183
YJL214W	YJL214W.1	YJL214W	YJL214W.1	26887	28596
YIL161W	YIL161W.1	YIL161W	YIL161W.1	39433	40140
YDR132C	YDR132C.1	YDR132C	YDR132C.1	718816	720303
YAL029C	YAL029C.1	YAL029C	YAL029C.1	87855	92270
YAR053W	YAR053W.1	YAR053W	YAR053W.1	208367	208663
YER177W	YER177W.1	YER177W	YER177W.1	545611	546414
YJL086C	YJL086C.1	YJL086C	YJL086C.1	272478	272846
YHR028W-A	YHR028W-A.1	YHR028W-A	YHR028W-A.1	167352	167672
YNL158W	YNL158W.1	YNL158W	YNL158W.1	339612	340208
YOR224C	YOR224C.1	YOR224C	YOR224C.1	760825	761265
YGR233C	YGR233C.1	YGR233C	YGR233C.1	954674	958210
YNL026W	YNL026W.1	YNL026W	YNL026W.1	581920	583374
YPR179C	YPR179C.1	YPR179C	YPR179C.1	893797	895764
YER019W	YER019W.1	YER019W	YER019W.1	192797	194230
YLR015W	YLR015W.1	YLR015W	YLR015W.1	175227	176744
YMR141C	YMR141C.1	YMR141C	YMR141C.1	549736	550044
YIL091C	YIL091C.1	YIL091C	YIL091C.1	191030	193195
YDL009C	YDL009C.1	YDL009C	YDL009C.1	432925	433248
YDR052C	YDR052C.1	YDR052C	YDR052C.1	558511	560625
YGL110C	YGL110C.1	YGL110C	YGL110C.1	301537	303411
YGL230C	YGL230C.1	YGL230C	YGL230C.1	63772	64215
YLR311C	YLR311C.1	YLR311C	YLR311C.1	757265	757612
YNR005C	YNR005C.1	YNR005C	YNR005C.1	636931	637335
YHL011C	YHL011C.1	YHL011C	YHL011C.1	80654	81616
YDR051C	YDR051C.1	YDR051C	YDR051C.1	557056	558060
YOR370C	YOR370C.1	YOR370C	YOR370C.1	1029183	1030994
YKL031W	YKL031W.1	YKL031W	YKL031W.1	382072	382485
YPR158W-B	YPR158W-B.1	YPR158W-B	YPR158W-B.1	844709	849980
YBR120C	YBR120C.1	YBR120C	YBR120C.1	480435	480923
YDR397C	YDR397C.1	YDR397C	YDR397C.1	1266366	1266898
YFL011W	YFL011W.1	YFL011W	YFL011W.1	112345	113985
YMR084W	YMR084W.1	YMR084W	YMR084W.1	436628	437416
YIL177C	YIL177C.1	YIL177C	YIL177C.1	483	6147
YHR210C	YHR210C.1	YHR210C	YHR210C.1	520712	521737
YHL048W	YHL048W.1	YHL048W	YHL048W.1	6401	7546
YHL002W	YHL002W.1	YHL002W	YHL002W.1	102612	103970
YBR089C-A	YBR089C-A.1	YBR089C-A	YBR089C-A.1	426190	426489
YGR274C	YGR274C.1	YGR274C	YGR274C.1	1039895	1043095
YFL007W	YFL007W.1	YFL007W	YFL007W.1	123479	129910
YOR181W	YOR181W.1	YOR181W	YOR181W.1	675939	677840
YPR185W	YPR185W.1	YPR185W	YPR185W.1	907218	909434
YGR280C	YGR280C.1	YGR280C	YGR280C.1	1050910	1051725
YML114C	YML114C.1	YML114C	YML114C.1	42043	43575
YJL225C	YJL225C.1	YJL225C	YJL225C.1	466	6130
YDR153C	YDR153C.1	YDR153C	YDR153C.1	766736	767971
YLR244C	YLR244C.1	YLR244C	YLR244C.1	625168	626331
YLR329W	YLR329W.1	YLR329W	YLR329W.1	786442	787333
YDR229W	YDR229W.1	YDR229W	YDR229W.1	924785	926146
YIR001C	YIR001C.1	YIR001C	YIR001C.1	356143	356895
YFR056C	YFR056C.1	YFR056C	YFR056C.1	263957	264325
YDR321W	YDR321W.1	YDR321W	YDR321W.1	1108702	1109847
YHR029C	YHR029C.1	YHR029C	YHR029C.1	167677	168561
YFL037W	YFL037W.1	YFL037W	YFL037W.1	56336	57709
YNL170W	YNL170W.1	YNL170W	YNL170W.1	315978	316373
YOL091W	YOL091W.1	YOL091W	YOL091W.1	145334	147163
YKR042W	YKR042W.1	YKR042W	YKR042W.1	519527	520624
YER145C-A	YER145C-A.1	YER145C-A	YER145C-A.1	462386	462823
YDL007C-A	YDL007C-A.1	YDL007C-A	YDL007C-A.1	436567	436824
YDL031W	YDL031W.1	YDL031W	YDL031W.1	394217	397204
YBR148W	YBR148W.1	YBR148W	YBR148W.1	537876	539705
YGL123C-A	YGL123C-A.1	YGL123C-A	YGL123C-A.1	277634	277864
YIL071W-A	YIL071W-A.1	YIL071W-A	YIL071W-A.1	228550	229026
YLR246W	YLR246W.1	YLR246W	YLR246W.1	627118	628197
YJL140W	YJL140W.1	YJL140W	YJL140W.1	150961	151626
YDR169C-A	YDR169C-A.1	YDR169C-A	YDR169C-A.1	794574	794723
YML019W	YML019W.1	YML019W	YML019W.1	233457	234455
YOR157C	YOR157C.1	YOR157C	YOR157C.1	630966	631751
YLR347W-A	YLR347W-A.1	YLR347W-A	YLR347W-A.1	824789	824929
YOR363C	YOR363C.1	YOR363C	YOR363C.1	1020222	1023212
YJL223C	YJL223C.1	YJL223C	YJL223C.1	8776	9138
YEL048C	YEL048C.1	YEL048C	YEL048C.1	64709	65167
YBL080C	YBL080C.1	YBL080C	YBL080C.1	73070	74695
YNL034W	YNL034W.1	YNL034W	YNL034W.1	570477	572315
YJR001W	YJR001W.1	YJR001W	YJR001W.1	436802	438610
YMR182W-A	YMR182W-A.1	YMR182W-A	YMR182W-A.1	625811	625897
YGR161W-B	YGR161W-B.1	YGR161W-B	YGR161W-B.1	811738	817051
YPL248C	YPL248C.1	YPL248C	YPL248C.1	79711	82356
YER030W	YER030W.1	YER030W	YER030W.1	213437	213898
YER027C	YER027C.1	YER027C	YER027C.1	208979	210232
YER175W-A	YER175W-A.1	YER175W-A	YER175W-A.1	540650	540814
YFR001W	YFR001W.1	YFR001W	YFR001W.1	149110	149724
YDL242W	YDL242W.1	YDL242W	YDL242W.1	18959	19312
YIL075C	YIL075C.1	YIL075C	YIL075C.1	217863	220700
YJL104W	YJL104W.1	YJL104W	YJL104W.1	227327	227776
YGL254W	YGL254W.1	YGL254W	YGL254W.1	22304	23203
YGL201C	YGL201C.1	YGL201C	YGL201C.1	117854	120907
YGR165W	YGR165W.1	YGR165W	YGR165W.1	829116	830153
YDL075W	YDL075W.1	YDL075W	YDL075W.1	322226	322988
YMR324C	YMR324C.1	YMR324C	YMR324C.1	922202	922444
YKL087C	YKL087C.1	YKL087C	YKL087C.1	277189	277863
YGR228W	YGR228W.1	YGR228W	YGR228W.1	949365	949709
YDL187C	YDL187C.1	YDL187C	YDL187C.1	125509	125838
YCR046C	YCR046C.1	YCR046C	YCR046C.1	209914	210423
YDR468C	YDR468C.1	YDR468C	YDR468C.1	1398026	1398700
YNR012W	YNR012W.1	YNR012W	YNR012W.1	647432	648937
YHL012W	YHL012W.1	YHL012W	YHL012W.1	78936	80417
YEL039C	YEL039C.1	YEL039C	YEL039C.1	79636	79977
Q0080	Q0080.1	Q0080	Q0080.1	27666	27812
YDR250C	YDR250C.1	YDR250C	YDR250C.1	960086	960361
YOR268C	YOR268C.1	YOR268C	YOR268C.1	825534	825932
YDL144C	YDL144C.1	YDL144C	YDL144C.1	198662	199732
YLR200W	YLR200W.1	YLR200W	YLR200W.1	549012	549356
YGL247W	YGL247W.1	YGL247W	YGL247W.1	36933	37526
YIL133C	YIL133C.1	YIL133C	YIL133C.1	98527	99416
YGR286C	YGR286C.1	YGR286C	YGR286C.1	1063813	1064940
YNR006W	YNR006W.1	YNR006W	YNR006W.1	636986	638854
YJR136C	YJR136C.1	YJR136C	YJR136C.1	677441	678706
YNL124W	YNL124W.1	YNL124W	YNL124W.1	392892	394370
YJR079W	YJR079W.1	YJR079W	YJR079W.1	580205	581239
YAL005C	YAL005C.1	YAL005C	YAL005C.1	139503	141431
YDL158C	YDL158C.1	YDL158C	YDL158C.1	173866	174174
YNR047W	YNR047W.1	YNR047W	YNR047W.1	708523	711204
YOL037C	YOL037C.1	YOL037C	YOL037C.1	256666	257019
YPL131W	YPL131W.1	YPL131W	YPL131W.1	303121	304014
